"TOA5","Kanga_Sap10A","CR1000","30701","CR1000.Std.18","CPU:UTS_SAP02_10A_Dendro24hrMinMaxHMP45.cr1","35134","Ten_Min_Temp_RH"
"TIMESTAMP","RECORD","AirTC","RH","e_Sat","e_kPa"
"TS","RN","Deg C","%","kPa","kPa"
"","","Smp","Smp","Smp","Smp"
"2012-11-09 17:00:00",23340,21.55526,25.07558,2.572,0.644944
"2012-11-09 17:10:00",23341,21.21935,25.68022,2.519592,0.6470367
"2012-11-09 17:20:00",23342,21.15217,26.8559,2.509224,0.6738745
"2012-11-09 17:30:00",23343,20.31556,26.99167,2.383193,0.6432636
"2012-11-09 17:40:00",23344,19.84996,27.73289,2.315481,0.6421497
"2012-11-09 17:50:00",23345,19.48188,29.04382,2.26315,0.6573053
"2012-11-09 18:00:00",23346,18.97993,27.73451,2.193455,0.6083438
"2012-11-09 18:10:00",23347,18.71718,26.89734,2.157728,0.5803714
"2012-11-09 18:20:00",23348,18.14769,29.38466,2.082036,0.611799
"2012-11-09 18:30:00",23349,16.87138,42.22091,1.920796,0.8109775
"2012-11-09 18:40:00",23350,15.89711,72.66457,1.805192,1.311735
"2012-11-09 18:50:00",23351,15.32592,77.13371,1.740295,1.342354
"2012-11-09 19:00:00",23352,14.8219,81.67001,1.68474,1.375927
"2012-11-09 19:10:00",23353,14.48588,82.30846,1.648574,1.356916
"2012-11-09 19:20:00",23354,14.11885,83.72376,1.609851,1.347828
"2012-11-09 19:30:00",23355,13.99354,84.61172,1.596815,1.351093
"2012-11-09 19:40:00",23356,13.59454,85.55967,1.555922,1.331242
"2012-11-09 19:50:00",23357,13.32705,86.13335,1.529025,1.317001
"2012-11-09 20:00:00",23358,13.02504,87.10896,1.49915,1.305894
"2012-11-09 20:10:00",23359,12.82347,87.7142,1.479498,1.29773
"2012-11-09 20:20:00",23360,12.82351,87.78149,1.479502,1.298728
"2012-11-09 20:30:00",23361,12.95797,88.21848,1.492586,1.316737
"2012-11-09 20:40:00",23362,12.89132,87.64799,1.486087,1.302526
"2012-11-09 20:50:00",23363,12.72359,87.85024,1.469844,1.291261
"2012-11-09 21:00:00",23364,12.6608,87.65595,1.463803,1.283111
"2012-11-09 21:10:00",23365,12.46329,88.4362,1.444944,1.277853
"2012-11-09 21:20:00",23366,12.36383,88.23683,1.435528,1.266665
"2012-11-09 21:30:00",23367,12.23125,88.07193,1.423061,1.253317
"2012-11-09 21:40:00",23368,12.13189,88.34347,1.413781,1.248983
"2012-11-09 21:50:00",23369,12.06438,89.48618,1.407505,1.259522
"2012-11-09 22:00:00",23370,12.19989,88.34474,1.420126,1.254607
"2012-11-09 22:10:00",23371,12.33609,88.04501,1.432912,1.261608
"2012-11-09 22:20:00",23372,12.43504,87.36932,1.442264,1.260096
"2012-11-09 22:30:00",23373,12.33331,86.42645,1.43265,1.238188
"2012-11-09 22:40:00",23374,12.13168,86.66197,1.413761,1.225193
"2012-11-09 22:50:00",23375,12.13282,86.93287,1.413867,1.229115
"2012-11-09 23:00:00",23376,11.89824,86.1272,1.392166,1.199033
"2012-11-09 23:10:00",23377,11.5951,86.83241,1.364557,1.184878
"2012-11-09 23:20:00",23378,11.46186,88.28037,1.352575,1.194058
"2012-11-09 23:30:00",23379,11.73061,87.30486,1.376839,1.202047
"2012-11-09 23:40:00",23380,11.72962,86.29449,1.376749,1.188058
"2012-11-09 23:50:00",23381,11.76427,85.4556,1.379905,1.179206
"2012-11-10 00:00:00",23382,11.66287,84.95037,1.370687,1.164404
"2012-11-10 00:10:00",23383,11.5626,85.01861,1.361626,1.157635
"2012-11-10 00:20:00",23384,11.46115,84.81591,1.352512,1.147145
"2012-11-10 00:30:00",23385,11.02417,85.99295,1.313865,1.129831
"2012-11-10 00:40:00",23386,10.82008,87.63648,1.296151,1.135901
"2012-11-10 00:50:00",23387,10.58633,88.07637,1.276121,1.123961
"2012-11-10 01:00:00",23388,10.62005,88.84987,1.278993,1.136384
"2012-11-10 01:10:00",23389,10.71865,88.7114,1.287425,1.142093
"2012-11-10 01:20:00",23390,10.78485,87.60009,1.293115,1.13277
"2012-11-10 01:30:00",23391,10.81996,87.19918,1.29614,1.130224
"2012-11-10 01:40:00",23392,10.65147,86.62696,1.281675,1.110276
"2012-11-10 01:50:00",23393,10.51981,87.00168,1.270471,1.105331
"2012-11-10 02:00:00",23394,10.18425,88.1797,1.242304,1.09546
"2012-11-10 02:10:00",23395,9.814846,89.96262,1.211934,1.090288
