"TOA5","Kanga_Sap10A","CR1000","30701","CR1000.Std.18","CPU:UTS_SAP02_10A_Dendro24hrMinMaxHMP45.cr1","35134","DendroTenMinOutput"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Dendro_Avg(1)","Dendro_Avg(2)","Dendro_Avg(3)","Dendro_Avg(4)"
"TS","RN","Volts","mV","mV","mV","mV"
"","","Avg","Avg","Avg","Avg","Avg"
"2012-11-09 17:00:00",23340,12.91,3123.214,2709.98,2878.514,1347.185
"2012-11-09 17:10:00",23341,12.89,3122.539,2709.98,2877.974,1346.037
"2012-11-09 17:20:00",23342,12.87,3121.864,2709.98,2877.434,1346.037
"2012-11-09 17:30:00",23343,12.85,3121.864,2709.912,2877.434,1346.037
"2012-11-09 17:40:00",23344,12.83,3121.121,2709.912,2877.434,1346.037
"2012-11-09 17:50:00",23345,12.81,3120.648,2709.98,2877.434,1346.037
"2012-11-09 18:00:00",23346,12.79,3120.513,2709.98,2877.434,1346.037
"2012-11-09 18:10:00",23347,12.78,3120.513,2709.912,2877.434,1346.037
"2012-11-09 18:20:00",23348,12.76,3120.513,2709.98,2877.434,1346.037
"2012-11-09 18:30:00",23349,12.75,3120.646,2710.095,2877.557,1346.094
"2012-11-09 18:40:00",23350,12.74,3120.789,2710.219,2877.688,1346.156
"2012-11-09 18:50:00",23351,12.74,3121.184,2710.563,2878.188,1346.326
"2012-11-09 19:00:00",23352,12.74,3121.431,2711.25,2880.037,1346.838
"2012-11-09 19:10:00",23353,12.73,3121.527,2712.076,2881.003,1347.825
"2012-11-09 19:20:00",23354,12.73,3121.555,2712.236,2881.097,1347.837
"2012-11-09 19:30:00",23355,12.73,3121.564,2712.648,2881.781,1347.841
"2012-11-09 19:40:00",23356,12.73,3121.567,2713.529,2882.458,1347.842
"2012-11-09 19:50:00",23357,12.73,3121.635,2713.597,2882.662,1347.842
"2012-11-09 20:00:00",23358,12.73,3122.65,2713.716,2883.936,1347.969
"2012-11-09 20:10:00",23359,12.72,3123.289,2713.919,2884.153,1349.218
"2012-11-09 20:20:00",23360,12.72,3124.003,2714.188,2884.708,1349.487
"2012-11-09 20:30:00",23361,12.72,3125.202,2714.407,2885.617,1349.596
"2012-11-09 20:40:00",23362,12.72,3125.287,2715.292,2886.1,1349.632
"2012-11-09 20:50:00",23363,12.72,3125.583,2715.855,2886.935,1349.644
"2012-11-09 21:00:00",23364,12.71,3126.672,2715.862,2887.483,1349.647
"2012-11-09 21:10:00",23365,12.71,3126.945,2715.864,2887.485,1349.648
"2012-11-09 21:20:00",23366,12.71,3128.026,2715.864,2887.486,1349.648
"2012-11-09 21:30:00",23367,12.71,3128.026,2715.864,2888.702,1349.648
"2012-11-09 21:40:00",23368,12.71,3128.364,2715.999,2888.837,1349.648
"2012-11-09 21:50:00",23369,12.7,3129.242,2715.864,2888.972,1349.648
"2012-11-09 22:00:00",23370,12.7,3129.851,2716.675,2890.188,1349.648
"2012-11-09 22:10:00",23371,12.7,3130.729,2717.215,2890.188,1349.716
"2012-11-09 22:20:00",23372,12.69,3130.729,2717.215,2890.188,1350.527
"2012-11-09 22:30:00",23373,12.69,3131.54,2717.215,2890.526,1351
"2012-11-09 22:40:00",23374,12.69,3132.08,2717.215,2890.729,1351
"2012-11-09 22:50:00",23375,12.69,3132.283,2717.215,2891.472,1351
"2012-11-09 23:00:00",23376,12.68,3133.432,2717.215,2891.54,1351
"2012-11-09 23:10:00",23377,12.68,3133.432,2717.215,2891.54,1351
"2012-11-09 23:20:00",23378,12.68,3133.432,2717.215,2892.148,1351
"2012-11-09 23:30:00",23379,12.68,3133.567,2717.215,2892.823,1351
"2012-11-09 23:40:00",23380,12.67,3134.445,2717.215,2892.891,1351
"2012-11-09 23:50:00",23381,12.67,3134.783,2717.283,2892.891,1351
"2012-11-10 00:00:00",23382,12.67,3134.783,2717.486,2892.891,1351
"2012-11-10 00:10:00",23383,12.66,3135.594,2717.621,2892.891,1351
"2012-11-10 00:20:00",23384,12.66,3136.134,2717.823,2892.891,1351
"2012-11-10 00:30:00",23385,12.65,3136.134,2718.161,2892.891,1351
"2012-11-10 00:40:00",23386,12.65,3136.134,2718.094,2892.891,1351
"2012-11-10 00:50:00",23387,12.65,3136.134,2718.026,2893.567,1351
"2012-11-10 01:00:00",23388,12.64,3136.134,2718.229,2894.242,1351
"2012-11-10 01:10:00",23389,12.64,3136.134,2718.432,2894.242,1351
"2012-11-10 01:20:00",23390,12.64,3136.337,2718.567,2894.242,1351
"2012-11-10 01:30:00",23391,12.63,3137.486,2718.567,2894.242,1351
"2012-11-10 01:40:00",23392,12.63,3137.486,2718.567,2894.242,1351
"2012-11-10 01:50:00",23393,12.62,3137.486,2718.567,2894.242,1351
"2012-11-10 02:00:00",23394,12.62,3137.486,2718.567,2894.242,1351
"2012-11-10 02:10:00",23395,12.61,3137.486,2718.567,2894.242,1351
"2012-11-10 02:20:00",23396,12.61,3138.161,2718.567,2894.445,1351
"2012-11-10 02:30:00",23397,12.6,3138.837,2718.567,2894.986,1351
"2012-11-10 02:40:00",23398,12.6,3138.837,2718.567,2895.459,1351
"2012-11-10 02:50:00",23399,12.6,3138.77,2718.567,2895.459,1351
"2012-11-10 03:00:00",23400,12.59,3138.837,2718.567,2895.391,1351
"2012-11-10 03:10:00",23401,12.59,3138.837,2718.567,2895.391,1351
"2012-11-10 03:20:00",23402,12.58,3138.837,2718.567,2895.324,1351
"2012-11-10 03:30:00",23403,12.58,3138.837,2718.567,2895.256,1351
"2012-11-10 03:40:00",23404,12.57,3138.837,2718.567,2895.459,1351
"2012-11-10 03:50:00",23405,12.57,3138.837,2718.567,2895.188,1351
"2012-11-10 04:00:00",23406,12.57,3138.837,2718.567,2895.053,1351
"2012-11-10 04:10:00",23407,12.58,3138.837,2718.567,2895.459,1351
"2012-11-10 04:20:00",23408,12.58,3138.837,2718.567,2895.391,1351
"2012-11-10 04:30:00",23409,12.58,3138.837,2718.567,2895.594,1351
"2012-11-10 04:40:00",23410,12.58,3138.837,2718.161,2895.391,1351
"2012-11-10 04:50:00",23411,12.58,3138.837,2718.229,2895.526,1351
"2012-11-10 05:00:00",23412,12.58,3138.837,2718.229,2895.594,1351
"2012-11-10 05:10:00",23413,12.58,3138.837,2718.432,2895.324,1350.865
"2012-11-10 05:20:00",23414,12.59,3138.837,2718.499,2895.526,1350.932
