"TOA5","Kanga_Met","CR800","8642","CR800.Std.10","CPU:Kangaloon-weather station-jan2012.CR8","43544","TenMinOutput"
"TIMESTAMP","RECORD","Batt_Volt_Avg","AirTC_Avg","RH_Avg","Vap_Avg","WindSpd_Avg","WindDir_Avg","WindSpd_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","NSR_Avg","CNSR_Avg","PTemp_Avg","Rain_mm_Tot","ps_Avg"
"TS","RN","Volts","Deg C","%","kPa","meters/second","Degrees","meters/second","meters/second","meters/second","W/m^2","Watts/meter^2","Deg C","mm","kPa"
"","","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Avg"
"2012-01-06 14:20:00",0,14.10233,17.37558,62.52058,1.239876,3.15,282.8036,3.150001,341.7845,14.05937,498.5576,498.5576,22.72784,0,94.35088
"2012-01-06 14:30:00",1,14.08891,17.1445,62.95157,1.230378,2.542083,129.055,2.542074,19.01653,40.78151,539.7169,540.0422,22.68333,0,94.34664
"2012-01-06 14:40:00",2,14.08998,17.76191,60.16234,1.222577,2.665,83.44878,2.664989,46.4329,39.47217,641.3935,641.5214,22.95056,0,94.34448
"2012-01-06 14:50:00",3,14.08826,18.07817,58.63497,1.215474,2.94525,89.00041,2.945234,40.257,42.26892,610.1826,610.476,23.40644,0,94.33929
"2012-01-06 15:00:00",4,14.09016,17.67383,58.12371,1.174592,3.034583,73.87628,3.034565,58.69272,34.84754,571.6604,571.8702,23.60894,0,94.33973
"2012-01-06 15:10:00",5,14.08856,17.79693,58.67387,1.194974,2.565333,91.76128,2.565323,63.80538,36.22396,346.0297,346.0839,23.65484,0,94.33984
"2012-01-06 15:20:00",6,14.09095,17.20545,61.67887,1.210056,2.279917,114.3767,2.279908,21.07423,39.05884,279.0547,279.1151,23.19625,0,94.33621
"2012-01-06 15:30:00",7,14.08549,16.58934,64.42281,1.215187,2.540667,142.1349,2.540654,11.72649,36.24469,174.9484,175.0085,22.51336,0,94.33513
"2012-01-06 15:40:00",8,14.08746,16.44185,65.87187,1.231123,2.28025,73.16924,2.280245,42.42082,32.371,215.8087,215.8087,21.68106,0,94.32697
"2012-01-06 15:50:00",9,14.08661,16.59704,63.04658,1.189973,2.745917,90.31075,2.745903,28.40209,36.49841,329.5562,329.6778,21.0906,0,94.32243
"2012-01-06 16:00:00",10,14.08763,16.78321,59.37346,1.134187,2.38575,102.6131,2.385742,25.98289,34.37849,249.7063,249.9017,20.89409,0,94.3254
"2012-01-06 16:10:00",11,14.08995,16.76427,58.09715,1.10844,2.22425,151.2593,2.224246,9.526637,45.0127,189.8147,189.821,20.71474,0,94.32513
"2012-01-06 16:20:00",12,14.08755,16.4594,59.17357,1.107246,2.031417,79.89326,2.031413,45.93356,32.60285,156.4961,156.5123,20.20846,0,94.32784
"2012-01-06 16:30:00",13,14.08383,17.05804,57.71268,1.121748,2.481417,111.6659,2.481409,20.06096,37.07511,334.281,334.345,19.80092,0,94.32622
"2012-01-06 16:40:00",14,14.08707,17.25793,56.05758,1.103541,2.615083,79.77848,2.615076,31.35194,29.44174,281.104,281.234,20.22662,0,94.32336
"2012-01-06 16:50:00",15,14.08375,17.25838,55.8001,1.098408,2.1875,101.1327,2.187494,35.25737,42.5092,243.8784,243.8874,20.56946,0,94.32401
"2012-01-06 17:00:00",16,14.07838,17.21235,54.52618,1.070848,2.509333,143.6719,2.509325,17.37395,45.69253,187.4839,187.5762,20.71349,0,94.3241
"2012-01-06 17:10:00",17,14.06386,16.99194,53.09466,1.027812,1.725167,103.2743,1.725174,29.8678,33.24503,152.8626,152.8812,20.64999,0,94.3207
"2012-01-06 17:20:00",18,13.95043,17.14114,54.86711,1.072052,1.868417,139.9337,1.868417,11.34844,36.67355,128.9138,128.9343,20.53889,0,94.32789
"2012-01-06 17:30:00",19,13.96466,17.03275,59.03933,1.145646,1.58875,158.3398,1.588756,8.797155,29.04377,117.7747,117.7764,20.42693,0,94.3448
"2012-01-06 17:40:00",20,13.90642,16.51099,59.8789,1.123982,1.910083,102.141,1.910085,18.04466,33.3042,66.01817,66.01817,20.24415,0,94.36086
"2012-01-06 17:50:00",21,13.88205,16.31269,61.21359,1.13479,1.94175,203.3866,1.941751,347.7496,33.98681,39.3237,39.3237,19.84594,0,94.37842
"2012-01-06 18:00:00",22,13.86122,15.92686,59.84477,1.082437,1.89225,151.0932,1.892251,10.22023,38.90282,12.80405,12.80443,19.4552,0,94.38972
"2012-01-06 18:10:00",23,13.83937,15.99443,62.02504,1.126615,0.9429167,155.1465,0.9429207,357.291,29.33471,-14.86593,-14.86593,19.01768,0,94.39106
"2012-01-06 18:20:00",24,13.81637,15.75056,65.74692,1.175695,1.085583,246.1677,1.085588,333.6187,24.46916,-34.58748,-34.58748,18.56529,0,94.39317
