"TOA5","Kanga_Met","CR800","8642","CR800.Std.10","CPU:Kangaloon-weather station-jan2012.CR8","43544","TenMinOutput"
"TIMESTAMP","RECORD","Batt_Volt_Avg","AirTC_Avg","RH_Avg","Vap_Avg","WindSpd_Avg","WindDir_Avg","WindSpd_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","NSR_Avg","CNSR_Avg","PTemp_Avg","Rain_mm_Tot","ps_Avg"
"TS","RN","Volts","Deg C","%","kPa","meters/second","Degrees","meters/second","meters/second","meters/second","W/m^2","Watts/meter^2","Deg C","mm","kPa"
"","","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Avg"
"2012-06-19 12:20:00",23748,14.29521,12.3142,59.9854,0.8583246,3.815,248.7417,3.814971,248.398,27.10153,303.2644,305.3767,12.2635,0,94.44705
"2012-06-19 12:30:00",23749,14.29613,12.44153,58.53915,0.8446528,4.07625,246.9255,4.076224,249.4211,33.99651,297.8613,300.2119,12.89028,0,94.43855
"2012-06-19 12:40:00",23750,14.29565,12.3354,58.64663,0.8403273,4.2125,252.7587,4.212475,254.1504,35.32147,310.1016,312.3135,13.1217,0,94.42749
"2012-06-19 12:50:00",23751,14.29748,12.74527,58.34334,0.8588018,3.643749,244.966,3.643733,244.6574,30.22845,327.3903,329.0043,13.37786,0,94.42385
"2012-06-19 13:00:00",23752,14.29872,12.35536,57.41375,0.8237345,4.177417,234.3452,4.177386,237.7069,39.21727,219.8141,222.0107,13.65978,0,94.42755
"2012-06-19 13:10:00",23753,14.29667,12.35456,57.76749,0.8287779,4.06125,235.2914,4.061226,235.8828,26.27038,241.8616,243.5289,13.70284,0,94.42099
"2012-06-19 13:20:00",23754,14.29615,12.87089,55.85978,0.8289688,3.8325,252.3638,3.832474,254.5971,34.32175,386.1129,388.1116,13.93794,0,94.41221
"2012-06-19 13:30:00",23755,14.29855,13.03268,54.80876,0.8220723,3.5425,247.9743,3.542479,250.7746,38.86196,293.4902,294.2878,14.48287,0,94.39532
"2012-06-19 13:40:00",23756,14.27061,13.09754,55.6633,0.8385065,2.8865,248.3406,2.886487,255.9121,37.41632,283.53,283.6821,14.86149,0,94.3936
"2012-06-19 13:50:00",23757,14.25664,12.74946,56.13087,0.826441,3.04875,255.8445,3.048734,255.4651,34.01339,218.9395,219.1715,15.10765,0,94.39603
"2012-06-19 14:00:00",23758,14.25838,12.73098,55.68733,0.818904,3.250916,240.355,3.250898,240.1562,33.28068,243.7797,244.8016,15.06801,0,94.38644
"2012-06-19 14:10:00",23759,14.25824,12.51488,55.12305,0.7992182,3.855,243.5318,3.854978,245.0751,34.15562,151.5821,152.239,15.01244,0,94.39044
"2012-06-19 14:20:00",23760,14.25106,12.28994,56.49549,0.8070922,3.142416,249.5583,3.142399,252.366,31.40065,151.854,152.184,14.72566,0,94.38587
"2012-06-19 14:30:00",23761,14.25818,12.404,55.50366,0.7988805,3.547166,263.2522,3.54715,267.2236,36.39872,221.2274,222.1352,14.52949,0,94.38661
"2012-06-19 14:40:00",23762,14.25707,12.37747,55.95933,0.8040848,3.420333,252.0186,3.42031,255.3276,29.35752,213.8377,214.5714,14.59712,0,94.39043
"2012-06-19 14:50:00",23763,14.25616,12.54708,55.68892,0.8091561,2.67875,259.8402,2.678741,263.8323,33.8618,96.3849,96.4263,14.52959,0,94.38768
"2012-06-19 15:00:00",23764,14.23547,12.11273,56.67361,0.8002428,3.06125,249.1315,3.061231,249.7469,27.69957,59.34801,59.40142,14.22067,0,94.38858
"2012-06-19 15:10:00",23765,14.14741,12.11001,56.90343,0.8033102,2.38675,241.7622,2.386738,242.6998,27.19414,100.7915,100.7986,13.77919,0,94.39279
"2012-06-19 15:20:00",23766,14.18552,11.75797,58.3506,0.8048438,2.138833,253.7151,2.138829,252.6988,29.18462,-25.91942,-25.91965,13.16651,0,94.3955
"2012-06-19 15:30:00",23767,13.87694,11.51602,58.76863,0.7977629,2.209917,250.7095,2.209914,249.9238,34.18451,-14.44377,-14.44611,12.53468,0,94.41132
"2012-06-19 15:40:00",23768,13.81414,11.35014,58.26193,0.7822354,2.199917,246.5473,2.199915,248.208,29.56668,-32.66642,-32.67287,11.94066,0,94.42386
"2012-06-19 15:50:00",23769,13.75971,11.2379,58.68053,0.7819988,2.03025,253.9172,2.030249,252.7482,26.08677,-25.35527,-25.36322,11.37622,0,94.44321
"2012-06-19 16:00:00",23770,13.74096,11.1913,58.41896,0.7761307,2.000167,264.7064,2.000169,266.9903,31.61089,-25.36372,-25.37961,10.95156,0,94.45147
"2012-06-19 16:10:00",23771,13.69998,10.94561,59.64413,0.779505,1.051083,260.4794,1.051089,263.5884,33.55952,-48.92679,-48.92679,10.59122,0,94.45677
"2012-06-19 16:20:00",23772,13.66524,10.63484,61.67203,0.789532,1.368333,255.2801,1.368341,249.7933,30.26798,-45.79213,-45.79213,10.09697,0,94.47639
