"TOA5","Kanga_Sap03F","CR1000","33602","CR1000.Std.19","CPU:UTS_SAP02_3F_Dendro24hrMinMaxHMP45.cr1","11683","TenMinOutput"
"TIMESTAMP","RECORD","Batt_Volt_Avg","TCVolt_Avg(1)","TCVolt_Avg(2)","TCVolt_Avg(3)","TCVolt_Avg(4)","TCVolt_Avg(5)","TCVolt_Avg(6)","TCVolt_Avg(7)","TCVolt_Avg(8)","TCVolt_Avg(9)","TCVolt_Avg(10)","TCVolt_Avg(11)","TCVolt_Avg(12)","TCVolt_Avg(13)","TCVolt_Avg(14)","TCVolt_Avg(15)","TCVolt_Avg(16)","TCVolt_Avg(17)","TCVolt_Avg(18)","TCVolt_Avg(19)","TCVolt_Avg(20)","TCVolt_Avg(21)","TCVolt_Avg(22)","TCVolt_Avg(23)","TCVolt_Avg(24)","TCVolt_Avg(25)","TCVolt_Avg(26)","TCVolt_Avg(27)","TCVolt_Avg(28)","TCVolt_Avg(29)","TCVolt_Avg(30)","TCVolt_Avg(31)","TCVolt_Avg(32)","TCTemp_Avg(1)","TCTemp_Avg(2)","TCTemp_Avg(3)","TCTemp_Avg(4)","TCTemp_Avg(5)","TCTemp_Avg(6)","TCTemp_Avg(7)","TCTemp_Avg(8)","TCTemp_Avg(9)","TCTemp_Avg(10)","TCTemp_Avg(11)","TCTemp_Avg(12)","TCTemp_Avg(13)","TCTemp_Avg(14)","TCTemp_Avg(15)","TCTemp_Avg(16)","TCTemp_Avg(17)","TCTemp_Avg(18)","TCTemp_Avg(19)","TCTemp_Avg(20)","TCTemp_Avg(21)","TCTemp_Avg(22)","TCTemp_Avg(23)","TCTemp_Avg(24)","TCTemp_Avg(25)","TCTemp_Avg(26)","TCTemp_Avg(27)","TCTemp_Avg(28)","TCTemp_Avg(29)","TCTemp_Avg(30)","TCTemp_Avg(31)","TCTemp_Avg(32)","TCVolt_Max(1)","TCVolt_Max(2)","TCVolt_Max(3)","TCVolt_Max(4)","TCVolt_Max(5)","TCVolt_Max(6)","TCVolt_Max(7)","TCVolt_Max(8)","TCVolt_Max(9)","TCVolt_Max(10)","TCVolt_Max(11)","TCVolt_Max(12)","TCVolt_Max(13)","TCVolt_Max(14)","TCVolt_Max(15)","TCVolt_Max(16)","TCVolt_Max(17)","TCVolt_Max(18)","TCVolt_Max(19)","TCVolt_Max(20)","TCVolt_Max(21)","TCVolt_Max(22)","TCVolt_Max(23)","TCVolt_Max(24)","TCVolt_Max(25)","TCVolt_Max(26)","TCVolt_Max(27)","TCVolt_Max(28)","TCVolt_Max(29)","TCVolt_Max(30)","TCVolt_Max(31)","TCVolt_Max(32)","TCVolt_Min(1)","TCVolt_Min(2)","TCVolt_Min(3)","TCVolt_Min(4)","TCVolt_Min(5)","TCVolt_Min(6)","TCVolt_Min(7)","TCVolt_Min(8)","TCVolt_Min(9)","TCVolt_Min(10)","TCVolt_Min(11)","TCVolt_Min(12)","TCVolt_Min(13)","TCVolt_Min(14)","TCVolt_Min(15)","TCVolt_Min(16)","TCVolt_Min(17)","TCVolt_Min(18)","TCVolt_Min(19)","TCVolt_Min(20)","TCVolt_Min(21)","TCVolt_Min(22)","TCVolt_Min(23)","TCVolt_Min(24)","TCVolt_Min(25)","TCVolt_Min(26)","TCVolt_Min(27)","TCVolt_Min(28)","TCVolt_Min(29)","TCVolt_Min(30)","TCVolt_Min(31)","TCVolt_Min(32)","Period_Avg(1)","Period_Avg(2)","Period_Avg(3)","VWC_Avg(1)","VWC_Avg(2)","VWC_Avg(3)"
"2012-09-04 01:30:00",13708,12.42,0.416329,0.009770046,0.4921208,0.4234673,0.006743635,0.00296062,0.4560341,0.0008552906,0.4908379,0.3690248,-0.003026411,0.4769229,0.5303457,-0.01282935,0.464587,-0.006250198,0.007566028,0.004704096,-0.005493595,-0.005625178,0.4407705,0.01148063,0.5427145,0.5336353,-0.1745122,0.3605706,0.3800778,0.009408193,0.5986702,0.4861009,0.002993516,0.4459023,10.79445,0.2533177,12.75952,10.97952,0.1748489,0.07676295,11.82389,0.02217598,12.72626,9.567972,-0.07846878,12.36549,13.75059,-0.3326396,12.04565,-0.1620551,0.1961719,0.1219678,-0.1424379,-0.1458496,11.42815,0.2976696,14.07128,13.83588,-4.524776,9.348776,9.854548,0.2439355,15.52205,12.60344,0.07761588,11.5612,0.416466,0.009868921,0.4921302,0.4236972,0.006908244,0.002960676,0.4562705,0.0009868863,0.4911303,0.3690977,-0.002960567,0.4769979,0.5309448,-0.01282912,0.4651524,-0.006250086,0.007566173,0.00493446,-0.00526323,-0.005592182,0.4408118,0.01151374,0.5427907,0.576016,-0.1319097,0.3608664,0.3802802,0.009539957,0.5987145,0.486206,0.003289621,0.4460752,0.4161285,0.009539605,0.492112,0.4230365,0.006579038,0.002960567,0.4559273,0.0006579038,0.4907962,0.3687551,-0.003289575,0.4766513,0.5289601,-0.0128296,0.4631691,-0.006250317,0.007565894,0.004605326,-0.005592389,-0.005921235,0.4404711,0.01118436,0.5424473,0.5052701,-0.237841,0.3602023,0.3799394,0.009210653,0.5983803,0.485862,0.002960567,0.4457298,23.64095,27.97174,28.32709,0.1759882,0.3051706,0.3169363
"2012-09-04 01:40:00",13709,12.42,0.4165159,0.009835592,0.4921085,0.4235554,0.006513205,0.002960546,0.4559899,0.0009539534,0.4907928,0.3688511,-0.003026336,0.4766479,0.5309575,-0.01282903,0.4653636,-0.00608555,0.007565817,0.004802649,-0.005164494,-0.005855284,0.4406924,0.0115132,0.5424033,0.511515,-0.1410861,0.3602316,0.3800014,0.009309246,0.5983574,0.4861531,0.002927644,0.4457582,10.79929,0.2550171,12.75921,10.98181,0.1688744,0.07676103,11.82275,0.02473411,12.72509,9.563469,-0.07846685,12.35835,13.76645,-0.3326313,12.06578,-0.1577862,0.1961665,0.1245231,-0.133905,-0.1518158,11.42612,0.2985142,14.06321,13.26236,-3.658094,9.339986,9.852567,0.2413701,15.51394,12.6048,0.07590795,11.55747,0.4167911,0.00986877,0.4921227,0.4236992,0.006908139,0.002960631,0.4562564,0.000986877,0.4908068,0.3690841,-0.002960452,0.4769804,0.5315865,-0.01282863,0.4658059,-0.005920726,0.007566057,0.004934385,-0.004933939,-0.005592078,0.440805,0.01151356,0.5427707,0.5220264,-0.1299271,0.3605314,0.3802766,0.009539811,0.5986925,0.4862014,0.002960631,0.4460414,0.4161242,0.009539608,0.4920929,0.4230323,0.006249843,0.002960452,0.4559096,0.000657904,0.4907772,0.3687407,-0.00328952,0.4763038,0.5302498,-0.0128294,0.464791,-0.006250221,0.007565373,0.004605148,-0.005592183,-0.005921262,0.4404363,0.01151252,0.5420917,0.5039196,-0.1562461,0.3601775,0.3799133,0.009210019,0.5980113,0.485862,0.002631434,0.4456991,23.64231,27.96902,28.32438,0.1760246,0.3050815,0.3168459
"2012-09-04 01:50:00",13710,12.41,0.4163402,0.009867441,0.4920235,0.4233132,0.006249379,0.002960233,0.4558758,0.0009867441,0.4907407,0.3687134,-0.003026014,0.4763014,0.5301447,-0.01282767,0.4647236,-0.005624443,0.007565038,0.004835047,-0.004999504,-0.005887571,0.440351,0.01151201,0.5420514,0.5077127,-0.136072,0.3600629,0.3799623,0.009242504,0.597967,0.4860702,0.002697102,0.445515,10.79474,0.2558429,12.757,10.97553,0.1620339,0.0767529,11.81979,0.0255843,12.72374,9.559896,-0.0784585,12.34937,13.74538,-0.332596,12.04919,-0.1458306,0.1961463,0.1253631,-0.1296272,-0.152653,11.41727,0.2984834,14.05408,13.16378,-3.52809,9.335612,9.851552,0.2396396,15.50381,12.60265,0.06993047,11.55116,0.4164244,0.009867878,0.4920782,0.4236609,0.006249656,0.002960363,0.4558959,0.0009867877,0.4907624,0.3690586,-0.00296016,0.476601,0.530234,-0.01282736,0.465106,-0.005591413,0.007565373,0.004933939,-0.004933599,-0.005591413,0.4404363,0.01151252,0.5420754,0.5167184,-0.1272875,0.3601775,0.3802311,0.009538949,0.5979934,0.4861574,0.002960363,0.4456991,0.4160669,0.009867199,0.4917348,0.4229761,0.006249226,0.00296016,0.4558646,0.00098672,0.4907287,0.3683774,-0.003289105,0.4762568,0.5298748,-0.01282824,0.4644216,-0.005920726,0.007564852,0.004604717,-0.005262713,-0.006249299,0.4400794,0.01151173,0.5420381,0.5019141,-0.1486675,0.3598239,0.3795602,0.009209386,0.5979522,0.4857951,0.002631253,0.4453396,23.64231,27.96767,28.32302,0.1760246,0.3050369,0.3168006
"2012-09-04 02:00:00",13711,12.41,0.4163036,0.009933136,0.492052,0.423145,0.006249324,0.002795752,0.4558717,0.0009209524,0.4907363,0.369039,-0.003091771,0.4762642,0.5302058,-0.01299202,0.4649168,-0.005459937,0.00753208,0.00470344,-0.005065241,-0.005920413,0.440972,0.01131457,0.5421124,0.5218845,-0.1571543,0.359961,0.3796957,0.00920953,0.5979616,0.4858356,0.002335273,0.4453794,10.79379,0.2575463,12.75774,10.97117,0.1620324,0.07248826,11.81968,0.02387845,12.72363,9.56834,-0.08016343,12.34841,13.74696,-0.3368571,12.0542,-0.1415653,0.1952917,0.1219508,-0.1313316,-0.1535045,11.43337,0.293364,14.05567,13.53121,-4.074716,9.332972,9.844642,0.2387846,15.50368,12.59657,0.06054896,11.54765,0.4164141,0.01019652,0.492066,0.4236318,0.006249501,0.00296029,0.4558846,0.0009867633,0.4907503,0.3693615,-0.002960155,0.4762778,0.5308595,-0.01282734,0.465731,-0.005262497,0.007565185,0.004933816,-0.004933591,-0.005591403,0.4417209,0.01151224,0.542695,0.5446914,-0.1361687,0.3601673,0.3799025,0.009209791,0.5979786,0.4861287,0.002631279,0.445672,0.4160662,0.009867183,0.4920435,0.4229732,0.006249215,0.002631249,0.4558638,0.0006578185,0.4907279,0.3687079,-0.003289211,0.476256,0.5295448,-0.01315684,0.4644162,-0.005591659,0.007236003,0.004604685,-0.005262719,-0.006249501,0.440406,0.01118281,0.5420372,0.5078368,-0.1917603,0.3598233,0.3795576,0.00920937,0.5979512,0.4854654,0.002302343,0.4453388,23.64095,27.96902,28.32709,0.1759882,0.3050815,0.3169363
"2012-09-04 02:10:00",13712,12.41,0.4161292,0.009867116,0.4920402,0.4223455,0.006249174,0.002631232,0.4558608,0.0007564787,0.4906588,0.3691617,-0.003091696,0.4762528,0.5310811,-0.01305748,0.4659563,-0.00499932,0.007564759,0.004670417,-0.004933539,-0.005986027,0.4413544,0.01141292,0.5423604,0.5297635,-0.1689574,0.3599839,0.3797509,0.009176382,0.5978134,0.485822,0.002137869,0.445367,10.78927,0.2558345,12.75743,10.95044,0.1620286,0.06822257,11.8194,0.01961398,12.72162,9.571521,-0.0801615,12.34811,13.76966,-0.3385546,12.08115,-0.1296224,0.1961391,0.1210946,-0.1279168,-0.1552057,11.44329,0.2959141,14.0621,13.73549,-4.380751,9.333563,9.846072,0.2379251,15.49983,12.59621,0.05543066,11.54732,0.4163948,0.009867306,0.4920496,0.4229697,0.006249294,0.002960151,0.4558695,0.0009867306,0.490734,0.3693661,-0.002960038,0.4762619,0.5315115,-0.01282723,0.4663882,-0.004933396,0.007564934,0.004933588,-0.004933396,-0.005591356,0.4413975,0.01151186,0.5426779,0.5565083,-0.1512908,0.3601567,0.3802034,0.009209486,0.5979587,0.486104,0.002302371,0.445664,0.4160498,0.009866793,0.4920241,0.4219863,0.006248969,0.00230227,0.4558458,0.0006577914,0.4900507,0.369021,-0.003289102,0.4762372,0.5308335,-0.01315641,0.4657126,-0.005262563,0.007564541,0.004604504,-0.004933653,-0.006249294,0.4410686,0.01118245,0.542044,0.5180066,-0.2098418,0.3598119,0.3795544,0.008880575,0.5975988,0.4854647,0.001973359,0.4453213,23.64095,27.96767,28.32845,0.1759882,0.3050369,0.3169816
"2012-09-04 02:20:00",13713,12.41,0.4160927,0.009899922,0.492036,0.4225391,0.006117558,0.002368087,0.4557911,0.0007235813,0.4905888,0.3694545,-0.00319034,0.4762158,0.5323921,-0.01315604,0.4673355,-0.004670393,0.007564723,0.004571724,-0.004933516,-0.005920219,0.4414181,0.01141286,0.5424894,0.5258141,-0.1633323,0.360048,0.3799794,0.009176339,0.5976132,0.4858526,0.001874734,0.4452991,10.78832,0.2566851,12.75732,10.95546,0.158616,0.06139975,11.81759,0.01876102,12.7198,9.579113,-0.08271915,12.34715,13.80365,-0.34111,12.11691,-0.121094,0.1961381,0.1185356,-0.1279162,-0.1534995,11.44494,0.2959127,14.06544,13.6331,-4.234899,9.335225,9.851995,0.2379241,15.49464,12.59701,0.04860811,11.54556,0.4163831,0.01019601,0.4920446,0.4229742,0.006249196,0.002631189,0.4558624,0.0009866899,0.490729,0.369682,-0.00296007,0.4762571,0.532829,-0.01315583,0.4680319,-0.004275789,0.007564857,0.004933449,-0.004933435,-0.005591243,0.4417108,0.01151168,0.5426962,0.5535364,-0.1443887,0.360153,0.3802068,0.009209391,0.5979341,0.4861121,0.001973422,0.4453398,0.4160531,0.009866871,0.492028,0.421648,0.005920266,0.002302276,0.4555335,0.0006577933,0.4903954,0.3690299,-0.003289068,0.4759256,0.5321532,-0.01315627,0.4670319,-0.004933479,0.007564601,0.004275656,-0.004933602,-0.006249073,0.441378,0.01118272,0.542349,0.5134186,-0.2049038,0.3598129,0.3798745,0.008880209,0.5972916,0.4854665,0.001644525,0.4450085,23.64095,27.97309,28.33117,0.1759882,0.3052152,0.3170721
"2012-09-04 02:30:00",13714,12.41,0.4160642,0.009900028,0.4920412,0.4227081,0.005887392,0.002302332,0.4557959,0.0006578103,0.4905611,0.3695242,-0.003124592,0.4762537,0.5325622,-0.01315618,0.4677351,-0.004242869,0.007564804,0.004538883,-0.004933568,-0.006117624,0.4416201,0.01151166,0.5426924,0.5288458,-0.1674786,0.3601504,0.380115,0.009176436,0.5974551,0.485792,0.001743196,0.445238,10.78758,0.2566878,12.75746,10.95984,0.1526483,0.05969485,11.81772,0.01705571,12.71908,9.58092,-0.08101442,12.34813,13.80806,-0.3411136,12.12727,-0.1100091,0.1961402,0.1176841,-0.1279176,-0.1586178,11.45018,0.2984741,14.07071,13.7117,-4.342406,9.337881,9.85551,0.2379266,15.49054,12.59543,0.04519758,11.54398,0.4160786,0.01019639,0.4920581,0.4229858,0.005920486,0.002302411,0.4558774,0.0009867295,0.4907335,0.3696893,-0.002960072,0.4762702,0.5334749,-0.01315588,0.4683528,-0.003946793,0.007565065,0.004604822,-0.004933454,-0.005920145,0.4420408,0.01151206,0.5427112,0.5601437,-0.1407679,0.3601629,0.3802267,0.009209644,0.5976401,0.4861377,0.001973495,0.4453521,0.4160546,0.009866907,0.4920298,0.4219853,0.005591248,0.002302278,0.4555222,0.0003288969,0.4903853,0.3693604,-0.003289068,0.4762427,0.5321552,-0.01315663,0.4673625,-0.004275906,0.007564629,0.00427566,-0.004933738,-0.006249287,0.4413907,0.01151139,0.5426799,0.5111058,-0.2147781,0.3601421,0.3798759,0.008880438,0.5972768,0.4854555,0.001644485,0.4449975,23.64095,27.97174,28.32845,0.1759882,0.3051706,0.3169816
"2012-09-04 02:40:00",13715,12.4,0.4160456,0.009965358,0.4920192,0.4226234,0.005887129,0.002302229,0.4558413,0.0007893322,0.4905063,0.3697379,-0.003091562,0.4762324,0.5328673,-0.01315559,0.4682716,-0.003815111,0.007564439,0.004505774,-0.00493333,-0.006183107,0.4419277,0.0115111,0.5426663,0.5256298,-0.1627997,0.3601331,0.3802282,0.009175994,0.5973933,0.4858014,0.001578667,0.4450521,10.7871,0.2583817,12.75689,10.95764,0.1526415,0.05969218,11.81889,0.02046581,12.71766,9.586461,-0.08015803,12.34758,13.81597,-0.3410983,12.14118,-0.09891821,0.1961307,0.1168257,-0.1279114,-0.1603156,11.45815,0.2984597,14.07003,13.62832,-4.221091,9.337431,9.858446,0.2379151,15.48894,12.59568,0.04093168,11.53916,0.4160592,0.01019534,0.4920353,0.4229662,0.006248981,0.002302304,0.4558562,0.0009866811,0.4907094,0.3703204,-0.002959931,0.4762481,0.5341346,-0.01315525,0.4690122,-0.003617694,0.007564713,0.004604608,-0.004933219,-0.005919863,0.4420331,0.01151152,0.542686,0.5423252,-0.146028,0.3601461,0.3805157,0.009209217,0.5976124,0.4860865,0.001644503,0.4453314,0.4160348,0.009866441,0.4920064,0.4219795,0.005590981,0.002302169,0.4558294,0.0003288937,0.4900516,0.3696625,-0.003288937,0.4762201,0.5321299,-0.01315602,0.467998,-0.003946807,0.007564269,0.004275457,-0.004933509,-0.006249111,0.4417018,0.01151084,0.5426541,0.5147159,-0.1881201,0.360125,0.3801867,0.008879794,0.5972485,0.4857576,0.001315525,0.4449763,23.64366,27.96902,28.33388,0.1760609,0.3050815,0.3171626
"2012-09-04 02:50:00",13716,12.4,0.4155575,0.009932597,0.4921898,0.4224314,0.005854313,0.002302258,0.456176,0.0006248985,0.4905125,0.3704004,-0.003091605,0.4762385,0.5322491,-0.01318865,0.4679175,-0.003584943,0.007564562,0.004505848,-0.00493341,-0.00601876,0.44279,0.01151129,0.5429711,0.5364262,-0.1796091,0.3601389,0.3802015,0.009143252,0.5976003,0.4855462,0.001348464,0.4452237,10.77444,0.2575323,12.76131,10.95267,0.1517906,0.05969294,11.82757,0.01620237,12.71782,9.603637,-0.08015914,12.34774,13.79994,-0.3419555,12.132,-0.09295042,0.1961339,0.1168276,-0.1279135,-0.1560544,11.48051,0.2984646,14.07793,13.90824,-4.656929,9.337583,9.857753,0.2370661,15.49431,12.58906,0.03496297,11.54361,0.4160472,0.01019575,0.4923703,0.4229539,0.005920284,0.002302333,0.4565197,0.0006578093,0.4907258,0.3706756,-0.002959932,0.476254,0.5328255,-0.01315525,0.4683602,-0.003289047,0.007564807,0.004933425,-0.00493322,-0.005591148,0.4433635,0.01151166,0.5433505,0.560437,-0.1476677,0.3601506,0.3802138,0.009209086,0.5976198,0.4857721,0.001644407,0.4453369,0.4153943,0.009866732,0.4920065,0.4216433,0.005591148,0.002302169,0.4558295,0.000328895,0.4903621,0.3699915,-0.003289047,0.4762202,0.5314943,-0.01348509,0.4673598,-0.003617855,0.007564271,0.004275584,-0.00493357,-0.006249188,0.4423454,0.01151085,0.5426542,0.515686,-0.2150973,0.3601251,0.3801868,0.008880165,0.5975774,0.485449,0.001315564,0.4449764,23.64095,27.96767,28.33388,0.1759882,0.3050369,0.3171626
"2012-09-04 03:00:00",13717,12.4,0.41534,0.01022892,0.4924023,0.4223786,0.005920273,0.002269438,0.456486,0.0006578089,0.4905275,0.3708722,-0.003157479,0.4762531,0.5337455,-0.0133864,0.469379,-0.003025918,0.007564793,0.004374425,-0.004933561,-0.006216287,0.4433627,0.01147875,0.5433167,0.5018747,-0.1274174,0.3601829,0.3802131,0.009143533,0.5973227,0.4854295,0.001118274,0.4453361,10.76881,0.2652153,12.76682,10.9513,0.1535008,0.05884199,11.83561,0.01705567,12.71821,9.61587,-0.08186712,12.34812,13.83874,-0.3470826,12.16989,-0.07845599,0.1961399,0.1134201,-0.1279174,-0.1611759,11.49536,0.297621,14.08689,13.01242,-3.303691,9.338722,9.858056,0.2370735,15.48711,12.58604,0.0289946,11.54652,0.4154141,0.01052514,0.4926972,0.4226502,0.006249171,0.002302374,0.4565279,0.0009867318,0.4907244,0.3710112,-0.002960096,0.4762626,0.5347908,-0.01315613,0.4703264,-0.002960096,0.007564944,0.004604749,-0.004933494,-0.00592026,0.4433715,0.01151187,0.5433604,0.509471,-0.1167594,0.3604785,0.3802207,0.009209498,0.5976181,0.4854721,0.001315615,0.445345,0.4150713,0.009867113,0.4923627,0.4219829,0.005591293,0.00197342,0.4561887,0.0003289033,0.4903893,0.3703456,-0.003617937,0.4762466,0.5328231,-0.01348534,0.4683589,-0.003617941,0.007564691,0.004275694,-0.004933659,-0.006249302,0.4433567,0.01118271,0.5430201,0.4946816,-0.139126,0.3601451,0.3802079,0.008880386,0.5972816,0.4851324,0.0009866988,0.4453301,23.64231,27.96767,28.33252,0.1760246,0.3050369,0.3171173
"2012-09-04 03:10:00",13718,12.4,0.4152531,0.01032788,0.4923504,0.4225879,0.005920441,0.002269502,0.4565317,0.0006578268,0.4903111,0.3710143,-0.003058894,0.4762665,0.5341552,-0.01371569,0.4701152,-0.002762868,0.007564997,0.004374542,-0.004933693,-0.00611778,0.4435391,0.01151195,0.5434299,0.4967243,-0.1197901,0.3602583,0.3802233,0.009077996,0.5973058,0.4853767,0.0009867387,0.4452494,10.76655,0.2677812,12.76548,10.95672,0.1535052,0.05884364,11.8368,0.01705613,12.7126,9.619553,-0.07931101,12.34847,13.84936,-0.3556205,12.18898,-0.07163563,0.1961452,0.1134231,-0.1279208,-0.1586218,11.49993,0.2984818,14.08983,12.87888,-3.105928,9.340678,9.858319,0.2353742,15.48667,12.58467,0.02558416,11.54428,0.4154205,0.0105253,0.4923874,0.4229816,0.006249398,0.002302413,0.4565356,0.000986747,0.4907422,0.3710174,-0.002960196,0.4762706,0.5341598,-0.01348534,0.4703501,-0.0023024,0.007565071,0.004604819,-0.00493366,-0.005920392,0.4440368,0.01151206,0.5436976,0.5108067,-0.1085411,0.3604916,0.380227,0.009209638,0.5973117,0.4854795,0.001315643,0.4453518,0.4150877,0.009867484,0.4920504,0.4223213,0.005591489,0.001973486,0.456528,0.0003289143,0.4900769,0.3710113,-0.003289143,0.4762627,0.534151,-0.01381448,0.4696851,-0.002960241,0.007564946,0.004275839,-0.004933742,-0.006249406,0.4433716,0.01151187,0.5433605,0.489093,-0.141105,0.3601572,0.3802207,0.008880588,0.5973018,0.4851486,0.0006578222,0.4450187,23.64095,27.96767,28.33252,0.1759882,0.3050369,0.3171173
"2012-09-04 03:20:00",13719,12.39,0.4150507,0.01036146,0.4924163,0.4226491,0.0061182,0.002203867,0.4567268,0.0008552335,0.4903111,0.3714997,-0.00322357,0.4762327,0.5338951,-0.0137495,0.4700816,-0.002335441,0.007598407,0.004341948,-0.004934031,-0.006151092,0.4441286,0.01147985,0.5435,0.5044223,-0.131245,0.3602501,0.380677,0.009177296,0.5973467,0.4854429,0.0007894415,0.4452141,10.7613,0.268652,12.76719,10.95831,0.1586327,0.05714186,11.84185,0.0221745,12.7126,9.632138,-0.08358072,12.34759,13.84261,-0.3564973,12.18811,-0.0605533,0.1970114,0.112578,-0.1279296,-0.1594855,11.51522,0.2976493,14.09164,13.07847,-3.402934,9.340464,9.870081,0.2379489,15.48773,12.58638,0.02046864,11.54336,0.4154349,0.01052633,0.4927617,0.4233398,0.006249981,0.002302636,0.4572355,0.0009868392,0.490788,0.3717112,-0.002960245,0.4763167,0.5342115,-0.01348556,0.4703956,-0.002302413,0.00789425,0.00460525,-0.004933742,-0.005920687,0.4447355,0.01151318,0.543751,0.5137841,-0.1207233,0.360527,0.3809218,0.009210499,0.5973695,0.4855272,0.0009868087,0.4453934,0.4147875,0.01019674,0.4920749,0.4223283,0.00592049,0.001973612,0.4565356,0.0006578322,0.4901013,0.3710174,-0.003618428,0.4759575,0.5335197,-0.01381581,0.4697078,-0.002631417,0.007565071,0.00427591,-0.00493422,-0.006250011,0.4440368,0.01118352,0.5433694,0.4973669,-0.1457147,0.3601632,0.3802493,0.008881595,0.5973117,0.4851674,0.0006578707,0.4450383,23.64095,27.96767,28.32574,0.1759882,0.3050369,0.3168911
"2012-09-04 03:30:00",13720,12.39,0.4148614,0.01046035,0.4925575,0.4226244,0.006085424,0.00220391,0.4571962,0.0007894598,0.4901891,0.3717043,-0.003157841,0.4762748,0.5341028,-0.01381555,0.4707486,-0.001940756,0.007730132,0.004309137,-0.004934127,-0.006184106,0.4446635,0.01151296,0.5438724,0.4948929,-0.1168401,0.3606847,0.3809146,0.00921037,0.5971938,0.4855839,0.000592095,0.4453543,10.7564,0.2712159,12.77085,10.95767,0.1577829,0.05714298,11.85402,0.02046911,12.70944,9.637443,-0.08187652,12.34868,13.848,-0.3582099,12.2054,-0.05031991,0.2004268,0.1117273,-0.1279321,-0.1603415,11.52909,0.298508,14.1013,12.8314,-3.029441,9.351733,9.876243,0.2388064,15.48377,12.59004,0.01535184,11.547,0.4151232,0.01052626,0.4927607,0.4230242,0.006249969,0.00230262,0.4572346,0.0009868223,0.4904507,0.3717087,-0.002960463,0.4763134,0.5342079,-0.01381549,0.4710503,-0.001644704,0.007894698,0.00460517,-0.004934105,-0.005920926,0.4447346,0.0115131,0.5440762,0.4983453,-0.108881,0.3608535,0.3809192,0.00921048,0.5973577,0.4858466,0.0006578914,0.4453925,0.4147937,0.01019716,0.4924237,0.4223593,0.005920926,0.001973644,0.4568987,0.0006578815,0.4901211,0.3717026,-0.003618357,0.4759766,0.53355,-0.01381572,0.4703847,-0.002302585,0.007565627,0.004276224,-0.004934186,-0.006249969,0.4443989,0.01151291,0.5437383,0.4898002,-0.1217081,0.3605186,0.3809129,0.009210329,0.5970275,0.4855159,0.0003289408,0.4450562,23.64095,27.96767,28.32302,0.1759882,0.3050369,0.3168006
"2012-09-04 03:40:00",13721,12.39,0.4146598,0.01052603,0.4924867,0.4225872,0.00615115,0.002072313,0.4571916,0.0007565581,0.4902499,0.3718979,-0.003092022,0.4762042,0.5322883,-0.01381542,0.4692618,-0.001611792,0.007762918,0.004276183,-0.004934058,-0.006249807,0.4448546,0.01141412,0.5438976,0.5321879,-0.1730874,0.3606139,0.3809093,0.009144454,0.5967907,0.485577,0.0005591927,0.4453481,10.75117,0.2729189,12.76901,10.95671,0.159487,0.05373092,11.8539,0.01961604,12.71102,9.642462,-0.08016995,12.34685,13.80095,-0.3582063,12.16685,-0.04179055,0.2012769,0.1108729,-0.1279303,-0.162045,11.53404,0.2959452,14.10195,13.79835,-4.487836,9.349896,9.876104,0.2370973,15.47332,12.58986,0.01449875,11.54683,0.414795,0.01052627,0.4927405,0.4233533,0.00624997,0.002302589,0.4572347,0.000986824,0.4904582,0.3720377,-0.002960356,0.4763135,0.5335428,-0.01381499,0.4703925,-0.001315755,0.007894699,0.004276296,-0.004933927,-0.00624964,0.4450637,0.0115131,0.5440764,0.6141418,-0.1131558,0.3608536,0.3809192,0.009210482,0.597334,0.4858437,0.0006578916,0.4453926,0.4144627,0.01052571,0.4924116,0.4217028,0.00592078,0.001973571,0.4568958,0.0006578645,0.4901034,0.3716891,-0.003289458,0.475965,0.5315484,-0.01381572,0.4683941,-0.001644729,0.007565354,0.00427607,-0.004934187,-0.00624997,0.4447112,0.0111837,0.5437187,0.4924252,-0.297367,0.3605056,0.3808991,0.008881068,0.5966762,0.4854984,0.0003289322,0.4450453,23.64231,27.96767,28.32167,0.1760246,0.3050369,0.3167554
