"TOA5","Kanga_Met","CR800","8642","CR800.Std.10","CPU:Kangaloon-weather station-jan2012.CR8","43544","TenMinOutput"
"TIMESTAMP","RECORD","Batt_Volt_Avg","AirTC_Avg","RH_Avg","Vap_Avg","WindSpd_Avg","WindDir_Avg","WindSpd_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","NSR_Avg","CNSR_Avg","PTemp_Avg","Rain_mm_Tot","ps_Avg"
"TS","RN","Volts","Deg C","%","kPa","meters/second","Degrees","meters/second","meters/second","meters/second","W/m^2","Watts/meter^2","Deg C","mm","kPa"
"","","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Avg"
"2012-05-31 15:30:00",21031,14.21315,12.59833,72.6666,1.059349,0.2809167,92.50606,0.2809162,79.93634,9.096895,44.05996,44.05996,14.58601,0,95.62167
"2012-05-31 15:40:00",21032,12.85548,12.39719,73.73927,1.060875,0.3395833,76.95239,0.3395827,80.4603,15.8225,39.01976,39.01976,14.28345,0,95.6207
"2012-05-31 15:50:00",21033,13.02325,12.33937,74.27839,1.064584,0.09183333,88.59566,0.09183338,98.46618,3.977357,26.28741,26.28741,14.11843,0,95.61562
"2012-05-31 16:00:00",21034,13.12286,12.33461,75.01013,1.074736,0.003166667,76.74698,0.003166667,82.67747,0,19.05616,19.05616,13.88471,0,95.61573
"2012-05-31 16:10:00",21035,13.16101,12.18937,76.00322,1.078597,0.01108333,102.5506,0.01108333,92.4179,0.4036829,9.774106,9.774106,13.59199,0,95.60249
"2012-05-31 16:20:00",21036,13.17737,11.98144,77.29845,1.08204,0.06458332,97.25457,0.06458336,102.0818,2.252053,3.781544,3.781544,13.30408,0,95.59174
"2012-05-31 16:30:00",21037,13.18355,11.83461,78.15583,1.083503,0.09716666,99.03233,0.09716672,96.07934,6.607147,-8.570525,-8.570525,13.00905,0,95.5853
"2012-05-31 16:40:00",21038,13.17582,11.68461,78.72601,1.080633,0,46.60071,0,0,0,-35.98629,-35.98629,12.59926,0,95.58044
"2012-05-31 16:50:00",21039,13.15957,11.13302,81.06467,1.07273,0.1459167,58.42669,0.1459166,89.83068,2.665101,-43.86525,-43.86525,11.93964,0,95.57396
"2012-05-31 17:00:00",21040,13.14371,10.56035,83.81898,1.067766,0,67.02358,0,0,0,-48.86282,-48.86282,11.1128,0,95.56332
"2012-05-31 17:10:00",21041,13.12908,10.17656,85.40276,1.060401,0.2168333,142.6372,0.2168331,246.4198,2.198861,-51.32069,-51.32069,10.25862,0,95.55511
"2012-05-31 17:20:00",21042,13.11598,9.520432,86.86888,1.032187,0.4915833,109.6774,0.4915832,19.61387,45.3977,-59.84707,-59.84707,9.433837,0,95.54624
"2012-05-31 17:30:00",21043,13.1055,9.253047,88.48959,1.03269,0.04591667,95.94999,0.04591668,35.47476,0.009724921,-58.79688,-58.79688,8.623756,0,95.53105
"2012-05-31 17:40:00",21044,13.09451,8.912724,89.13931,1.016652,0.69875,106.1883,0.6987526,33.35957,4.339045,-60.1489,-60.1489,7.845038,0,95.52792
"2012-05-31 17:50:00",21045,13.0829,8.540103,90.118,1.002223,0.3713333,58.02593,0.3713326,57.37014,6.976862,-59.02799,-59.02799,7.187517,0,95.52279
"2012-05-31 18:00:00",21046,13.07108,8.356323,90.943,0.998852,0.1663333,39.95327,0.1663332,46.13761,8.40508,-59.28874,-59.28874,6.705227,0,95.52873
"2012-05-31 18:10:00",21047,13.05965,8.317674,91.38062,1.001036,0,54.09588,0,0,0,-58.17469,-58.17469,6.358972,0,95.53252
"2012-05-31 18:20:00",21048,13.04836,8.106378,91.7051,0.9902758,0,59.44273,0,0,0,-45.11834,-45.11834,6.016777,0,95.53619
"2012-05-31 18:30:00",21049,13.03789,8.110121,92.30814,0.9970749,0.1088333,97.11358,0.1088334,101.0336,7.551754,-3.256516,-3.256516,5.943943,0,95.55057
"2012-05-31 18:40:00",21050,13.02716,8.346709,92.81874,1.018811,0.038,114.9358,0.03800001,85.91245,3.901301,-1.912169,-1.912169,6.306357,0,95.55618
"2012-05-31 18:50:00",21051,13.01817,8.577626,93.10092,1.038025,0.08791666,107.3423,0.0879167,132.6843,3.813029,-3.264657,-3.264657,6.778382,0,95.56564
"2012-05-31 19:00:00",21052,13.00861,8.741628,93.31506,1.052025,0.01108333,139.1398,0.01108333,133.3198,0.02147398,-5.06995,-5.06995,7.202119,0,95.58001
"2012-05-31 19:10:00",21053,12.99968,8.832134,93.46136,1.060164,0.1633333,131.8739,0.1633332,119.6838,10.36924,-3.960802,-3.960802,7.562722,0,95.58585
"2012-05-31 19:20:00",21054,12.99098,9.020294,93.69092,1.076347,0.05016667,131.6423,0.05016668,116.6762,1.688236,-2.895222,-2.895222,7.863455,0,95.59806
"2012-05-31 19:30:00",21055,12.98248,9.090853,93.77625,1.082476,0.038,135.3548,0.03800001,140.116,1.687733,-3.561134,-3.561134,8.128959,0,95.59666
