"TOA5","Kanga_Met","CR800","8642","CR800.Std.10","CPU:Kangaloon-weather station-jan2012.CR8","43544","TenMinOutput"
"TIMESTAMP","RECORD","Batt_Volt_Avg","AirTC_Avg","RH_Avg","Vap_Avg","WindSpd_Avg","WindDir_Avg","WindSpd_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","NSR_Avg","CNSR_Avg","PTemp_Avg","Rain_mm_Tot","ps_Avg"
"TS","RN","Volts","Deg C","%","kPa","meters/second","Degrees","meters/second","meters/second","meters/second","W/m^2","Watts/meter^2","Deg C","mm","kPa"
"","","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Avg"
"2012-08-29 14:40:00",33986,14.22287,14.46216,50.51647,0.8315404,1.5785,87.15424,1.578508,34.66428,35.84681,180.3814,180.3814,17.63639,0,93.7248
"2012-08-29 14:50:00",33987,14.21926,15.65865,49.1998,0.8744936,1.143667,170.3025,1.143672,22.36755,49.70255,234.0368,234.0368,18.19482,0,93.70875
"2012-08-29 15:00:00",33988,14.21947,15.57588,50.13903,0.8866492,0.8819166,111.7076,0.8819197,26.84514,34.3589,187.849,187.849,18.33995,0,93.69632
"2012-08-29 15:10:00",33989,14.22116,15.73268,49.85966,0.8906488,0.9268333,171.7391,0.9268373,3.031023,40.38253,176.857,176.857,18.33021,0,93.6686
"2012-08-29 15:20:00",33990,14.21845,15.41454,50.60842,0.8856782,1.124667,139.3378,1.124672,11.80035,32.59004,153.6458,153.6458,18.31722,0,93.6713
"2012-08-29 15:30:00",33991,14.18811,15.14652,53.1871,0.9148069,0.4874166,159.8244,0.4874165,34.81147,32.21569,61.55822,61.55822,18.16398,0,93.66827
"2012-08-29 15:40:00",33992,14.21601,15.13359,54.05536,0.929153,0.5248333,155.4432,0.5248335,40.46767,24.78488,120.1601,120.1601,17.77996,0,93.65909
"2012-08-29 15:50:00",33993,14.22158,14.91738,55.27588,0.9369444,1.047167,129.6428,1.047171,24.61237,29.55707,91.42783,91.42783,17.51833,0,93.6593
"2012-08-29 16:00:00",33994,14.21598,14.67577,55.99549,0.9345077,1.027,157.2312,1.027004,8.489397,32.32871,41.51517,41.51517,17.163,0,93.66817
"2012-08-29 16:10:00",33995,14.22296,14.59844,57.85253,0.960718,0.6705833,129.2339,0.670585,7.530923,20.7424,23.75037,23.75037,16.70553,0,93.67141
"2012-08-29 16:20:00",33996,14.21819,14.41862,59.16092,0.971083,0.9815832,80.17365,0.9815876,29.44495,24.75466,19.1038,19.1038,16.1526,0,93.67779
"2012-08-29 16:30:00",33997,14.22353,14.50479,59.46704,0.9815609,0.5953333,165.5628,0.5953341,16.83678,21.42467,12.50047,12.50047,15.70496,0,93.6813
"2012-08-29 16:40:00",33998,14.22095,14.53098,59.49844,0.9837445,0.4041667,127.7693,0.4041661,21.70132,18.88847,16.26606,16.26606,15.37815,0,93.69631
"2012-08-29 16:50:00",33999,14.04346,14.25298,61.13065,0.9926049,0.6257499,63.90927,0.6257515,39.91666,16.02029,-1.741191,-1.741191,15.1094,0,93.68681
"2012-08-29 17:00:00",34000,14.00968,13.86568,63.60423,1.007241,0.1461667,63.73807,0.1461666,50.77907,4.644735,3.822669,3.822669,14.66455,0,93.69161
"2012-08-29 17:10:00",34001,13.93711,13.77554,64.97226,1.022897,0.003166667,46.59336,0.003166667,45.60688,0.01938277,-1.12751,-1.12751,14.26325,0,93.70173
"2012-08-29 17:20:00",34002,13.88041,13.47044,66.30049,1.023258,0,34.03955,0,0,0,-24.17315,-24.17315,13.85719,0,93.71383
"2012-08-29 17:30:00",34003,13.83543,12.87509,68.92271,1.023116,0,34.92292,0,0,0,-31.66415,-31.66415,13.29478,0,93.71825
"2012-08-29 17:40:00",34004,13.78359,12.49073,70.19006,1.016033,0,21.94774,0,0,0,-47.27309,-47.27309,12.57988,0,93.71096
"2012-08-29 17:50:00",34005,13.739,11.98676,71.45355,1.000584,0.02216667,213.7142,0.02216666,347.4282,0.6619494,-51.76262,-51.76262,11.69483,0,93.71793
"2012-08-29 18:00:00",34006,13.69831,11.73211,72.02773,0.9918166,0,56.15386,0,0,0,-51.11116,-51.11116,10.7623,0,93.72501
"2012-08-29 18:10:00",34007,13.66035,11.17255,72.40512,0.9607524,0,322.3603,0,0,0,-49.00894,-49.00894,9.867869,0,93.73084
"2012-08-29 18:20:00",34008,13.62469,10.5262,75.45372,0.9589367,0,347.6132,0,0,0,-47.37204,-47.37204,9.069544,0,93.73841
"2012-08-29 18:30:00",34009,13.59141,10.50084,77.02608,0.9773462,0,174.8808,0,0,0,-45.37544,-45.37544,8.393294,0,93.73928
"2012-08-29 18:40:00",34010,13.55804,10.8443,74.80599,0.9712137,0,11.64886,0,0,0,-43.33295,-43.33295,7.876679,0,93.74026
"2012-08-29 18:50:00",34011,13.52509,10.09385,77.2662,0.9540303,0,10.07092,0,0,0,-47.14016,-47.14016,7.43289,0,93.74435
