"TOA5","Kanga_Sap03F","CR1000","33602","CR1000.Std.19","CPU:UTS_SAP02_3F_Dendro24hrMinMaxHMP45.cr1","11683","DendroTenMinOutput"
"TIMESTAMP","RECORD","Batt_Volt_Avg","Dendro_Avg(1)","Dendro_Avg(2)","Dendro_Avg(3)","Dendro_Avg(4)"
"TS","RN","Volts","mV","mV","mV","mV"
"","","Avg","Avg","Avg","Avg","Avg"
"2012-09-01 23:50:00",13410,12.4,1940.558,1829.183,2060.083,3320.117
"2012-09-02 00:00:00",13411,12.4,1940.558,1829.183,2060.083,3320.524
"2012-09-02 00:10:00",13412,12.4,1940.558,1829.183,2060.083,3320.524
"2012-09-02 00:20:00",13413,12.39,1940.558,1829.183,2060.083,3320.524
"2012-09-02 00:30:00",13414,12.39,1940.558,1829.183,2060.083,3320.524
"2012-09-02 00:40:00",13415,12.39,1940.565,1829.189,2060.09,3320.536
"2012-09-02 00:50:00",13416,12.38,1940.75,1829.364,2060.287,3320.852
"2012-09-02 01:00:00",13417,12.38,1940.944,1829.547,2060.492,3321.184
"2012-09-02 01:10:00",13418,12.38,1941.028,1829.625,2060.581,3321.259
"2012-09-02 01:20:00",13419,12.37,1941.15,1829.741,2060.711,3321.536
"2012-09-02 01:30:00",13420,12.37,1941.526,1830.095,2061.11,3322.18
"2012-09-02 01:40:00",13421,12.36,1941.712,1830.271,2061.308,3322.499
"2012-09-02 01:50:00",13422,12.36,1941.814,1830.367,2061.416,3322.673
"2012-09-02 02:00:00",13423,12.35,1941.859,1830.409,2061.463,3322.75
"2012-09-02 02:10:00",13424,12.35,1941.871,1830.42,2061.476,3322.771
"2012-09-02 02:20:00",13425,12.34,1941.875,1830.424,2061.48,3322.777
"2012-09-02 02:30:00",13426,12.34,1941.876,1830.425,2061.482,3322.779
"2012-09-02 02:40:00",13427,12.33,1941.876,1830.425,2061.482,3322.779
"2012-09-02 02:50:00",13428,12.32,1941.876,1830.425,2061.482,3322.779
"2012-09-02 03:00:00",13429,12.32,1941.876,1830.425,2061.482,3322.779
"2012-09-02 03:10:00",13430,12.31,1941.876,1830.425,2061.482,3322.779
"2012-09-02 03:20:00",13431,12.31,1941.876,1830.425,2061.482,3322.779
"2012-09-02 03:30:00",13432,12.3,1941.876,1830.425,2061.482,3322.779
"2012-09-02 03:40:00",13433,12.3,1941.876,1830.425,2061.482,3322.779
"2012-09-02 03:50:00",13434,12.29,1941.876,1830.425,2061.482,3322.779
"2012-09-02 04:00:00",13435,12.29,1941.876,1830.425,2061.482,3322.779
"2012-09-02 04:10:00",13436,12.29,1941.876,1830.425,2061.482,3322.779
"2012-09-02 04:20:00",13437,12.28,1941.876,1830.425,2061.482,3322.779
"2012-09-02 04:30:00",13438,12.28,1941.876,1830.425,2061.482,3322.779
"2012-09-02 04:40:00",13439,12.28,1941.876,1830.425,2061.482,3322.779
"2012-09-02 04:50:00",13440,12.28,1941.876,1830.425,2061.482,3322.779
"2012-09-02 05:00:00",13441,12.28,1941.876,1830.425,2061.482,3322.779
"2012-09-02 05:10:00",13442,12.28,1941.876,1830.425,2061.482,3322.779
"2012-09-02 05:20:00",13443,12.27,1941.876,1830.425,2061.482,3322.779
"2012-09-02 05:30:00",13444,12.27,1941.876,1830.425,2061.482,3322.779
"2012-09-02 05:40:00",13445,12.27,1941.876,1830.425,2061.482,3322.779
"2012-09-02 05:50:00",13446,12.27,1941.876,1830.425,2061.482,3322.983
"2012-09-02 06:00:00",13447,12.27,1941.876,1830.425,2061.482,3322.983
"2012-09-02 06:10:00",13448,12.27,1941.876,1830.425,2061.482,3323.119
"2012-09-02 06:20:00",13449,12.27,1941.876,1830.425,2061.482,3323.119
"2012-09-02 06:30:00",13450,12.27,1941.876,1830.425,2061.414,3323.051
"2012-09-02 06:40:00",13451,12.27,1941.876,1830.425,2061.278,3323.119
"2012-09-02 06:50:00",13452,12.26,1941.876,1830.425,2061.278,3323.051
"2012-09-02 07:00:00",13453,12.26,1941.876,1830.425,2061.414,3323.051
"2012-09-02 07:10:00",13454,12.26,1941.876,1830.425,2061.414,3323.255
"2012-09-02 07:20:00",13455,12.26,1941.876,1830.425,2061.142,3323.458
"2012-09-02 07:30:00",13456,12.26,1941.876,1830.425,2061.346,3323.458
"2012-09-02 07:40:00",13457,12.26,1941.876,1830.425,2061.142,3323.527
"2012-09-02 07:50:00",13458,12.26,1941.876,1830.425,2061.414,3323.73
"2012-09-02 08:00:00",13459,12.26,1941.876,1830.425,2061.482,3323.866
"2012-09-02 08:10:00",13460,12.26,1941.876,1831.241,2061.482,3324.138
"2012-09-02 08:20:00",13461,12.27,1942.963,1831.784,2061.482,3324.138
"2012-09-02 08:30:00",13462,12.28,1943.167,1831.784,2061.482,3324.138
"2012-09-02 08:40:00",13463,12.28,1942.848,1831.548,2061.216,3323.709
"2012-09-02 08:50:00",13464,12.28,1941.994,1831.191,2060.814,3323.061
"2012-09-02 09:00:00",13465,12.28,1942.009,1830.756,2060.325,3322.273
"2012-09-02 09:10:00",13466,12.28,1941.171,1830.607,2060.157,3322.001
"2012-09-02 09:20:00",13467,12.29,1940.58,1830.562,2060.106,3321.92
"2012-09-02 09:30:00",13468,12.3,1940.565,1830.819,2060.09,3321.894
"2012-09-02 09:40:00",13469,12.33,1940.347,1831.149,2060.002,3322.5
"2012-09-02 09:50:00",13470,12.38,1939.891,1829.912,2059.375,3322.098
"2012-09-02 10:00:00",13471,12.39,1939.438,1830.706,2058.893,3321.321
"2012-09-02 10:10:00",13472,12.42,1939.301,1830.645,2058.748,3321.086
"2012-09-02 10:20:00",13473,12.48,1939.125,1830.674,2058.501,3321.018
"2012-09-02 10:30:00",13474,12.58,1938.976,1830.662,2058.692,3320.996
"2012-09-02 10:40:00",13475,12.58,1938.691,1830.585,2058.469,3320.924
"2012-09-02 10:50:00",13476,12.68,1937.969,1830.224,2057.317,3321.218
"2012-09-02 11:00:00",13477,12.68,1937.076,1829.49,2056.398,3320.637
